State,Museum or Federal Agency,MNI,AFO,Geo Origin,County
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,7,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",7,2,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",22,104,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",9,34,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",4,0,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,1,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,3,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",6,85,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",33,246,Arizona,Navajo
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,0,Arizona,Navajo
New York,American Museum of Natural History,7,2,Arizona,Navajo
New York,American Museum of Natural History,18,4,Arizona,Navajo
New York,American Museum of Natural History,1,4,Arizona,Navajo
New York,American Museum of Natural History,4,5,Arizona,Navajo
New York,American Museum of Natural History,5,59,Arizona,Navajo
New York,American Museum of Natural History,82,0,Arizona,Navajo
New York,American Museum of Natural History,1,0,Arizona,Navajo
Texas,"U.S. Dept. of Defense, Army COE, Fort Worth District",4,0,Texas,Navarro
Texas,"U.S. Dept. of Defense, Army COE, Fort Worth District",1,0,Texas,Navarro
Texas,Texas Historical Commission,1,0,Texas,Navarro
Kansas,Kansas State Historical Society,4,0,Kansas,Neosho
Kansas,Kansas State Historical Society,8,686,Kansas,Ness
Kansas,Kansas State Historical Society,7,95,Kansas,Ness
Kansas,Kansas State Historical Society,3,1,Kansas,Ness
Kansas,Kansas State Historical Society,1,0,Kansas,Ness
North Carolina,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,North Carolina,New Hanover
North Carolina,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",17,0,North Carolina,New Hanover
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,28,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",2,2,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",7,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",11,3,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",2,10,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",7,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",3,2,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,4,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,6,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",4,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,3,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",2,10,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",4,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",4,1,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",5,5,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",2,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",2,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",6,11,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,4,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",2,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",9,3,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",3,10,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",4,1,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,0,Connecticut,New Haven
Connecticut,"Yale Univ., Peabody Museum of Natural History",2,0,Connecticut,New Haven
Illinois,Field Museum of Natural History,1,0,Connecticut,New Haven
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",3,0,Connecticut,New Haven
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,Connecticut,New Haven
Connecticut,"Wesleyan Univ., Archaeology Laboratory",1,0,Connecticut,New London
Connecticut,"Wesleyan Univ., Archaeology Laboratory",1,0,Connecticut,New London
Connecticut,"Yale Univ., Peabody Museum of Natural History",1,2,Connecticut,New London
New York,American Museum of Natural History,2,2,Connecticut,New London
Illinois,Field Museum of Natural History,2,0,Missouri,New Madrid
Michigan,Univ. of Michigan Museum of Anthropology,1,0,Missouri,New Madrid
Missouri,Missouri Dept. of Natural Resources,1,0,Missouri,New Madrid
Missouri,Missouri Dept. of Natural Resources,1,0,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",5,21,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",33,189,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",25,109,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,1,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",296,16,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,1,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",3,0,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",2,0,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",1,0,Missouri,New Madrid
Missouri,"Univ. of Missouri, Columbia, Museum of Anthropology",7,31,Missouri,New Madrid
New York,American Museum of Natural History,1,51,Missouri,New Madrid
New York,American Museum of Natural History,1,0,New York,New York
New York,American Museum of Natural History,1,0,New York,New York
New York,American Museum of Natural History,1,0,New York,New York
New York,American Museum of Natural History,2,0,New York,New York
New York,American Museum of Natural History,1,0,New York,New York
Michigan,Univ. of Michigan Museum of Anthropology,5,17,Michigan,Newaygo
Michigan,Univ. of Michigan Museum of Anthropology,5,31,Michigan,Newaygo
Michigan,Univ. of Michigan Museum of Anthropology,33,207,Michigan,Newaygo
Michigan,Univ. of Michigan Museum of Anthropology,6,2,Michigan,Newaygo
Massachusetts,Plimoth Plantation,1,0,Rhode Island,Newport
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Rhode Island,Newport
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,Rhode Island,Newport
Arkansas,"U.S. Dept. of Interior, NPS, Buffalo National River",1,1,Arkansas,Newton
Arkansas,"U.S. Dept. of Interior, NPS, Buffalo National River",27,0,Arkansas,Newton
Arkansas,"U.S. Dept. of Interior, NPS, Buffalo National River",1,0,Arkansas,Newton
Arkansas,"U.S. Dept. of Interior, NPS, Buffalo National River",10,4,Arkansas,Newton
Arkansas,Univ. of Arkansas Museum,1,0,Arkansas,Newton
Texas,"West Texas A and M Univ., Panhandle-Plains Historical Museum",1,0,Arkansas,Newton
Missouri,Missouri Dept. of Natural Resources,1,0,Missouri,Newton
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,New York,Niagara
New York,New York State Museum,1,0,New York,Niagara
New York,New York State Museum,1,0,New York,Niagara
New York,New York State Museum,2,0,New York,Niagara
New York,American Museum of Natural History,3,0,New York,Niagara
New York,Rochester Museum and Science Center,1,0,New York,Niagara
New York,Rochester Museum and Science Center,6,0,New York,Niagara
New York,Rochester Museum and Science Center,18,0,New York,Niagara
New York,Rochester Museum and Science Center,3,0,New York,Niagara
New York,Rochester Museum and Science Center,2,0,New York,Niagara
New York,Rochester Museum and Science Center,2,1,New York,Niagara
New York,Rochester Museum and Science Center,7,0,New York,Niagara
New York,Rochester Museum and Science Center,1,0,New York,Niagara
New York,Buffalo Museum of Science,1,0,New York,Niagara
New York,Buffalo Museum of Science,1,0,New York,Niagara
New York,Buffalo Museum of Science,1,0,New York,Niagara
New York,SUNY University at Buffalo,1,0,New York,Niagara
New York,SUNY University at Buffalo,1,0,New York,Niagara
New York,SUNY University at Buffalo,1,0,New York,Niagara
Kentucky,"Univ. of Kentucky, William S. Webb Museum of Anthropology",2,0,Kentucky,Nicholas
West Virginia,West Virginia Division of Culture and History,1,0,West Virginia,Nicholas
West Virginia,West Virginia Division of Culture and History,2,0,West Virginia,Nicholas
West Virginia,West Virginia Division of Culture and History,1,0,West Virginia,Nicholas
West Virginia,West Virginia Division of Culture and History,1,12,West Virginia,Nicholas
West Virginia,West Virginia Division of Culture and History,1,5,West Virginia,Nicholas
Minnesota,Minnesota Indian Affairs Council,1,2,Minnesota,Nicollet
Indiana,"Indiana University, Glenn A. Black Lab. of Archeology",1,0,Indiana,Noble
Indiana,"Indiana University, Dept. of Anthropology",2,0,Indiana,Noble
Ohio,Ohio History Connection (formerly the Ohio Historical Society),1,0,Ohio,Noble
Missouri,Missouri Dept. of Transportation,1,30,Missouri,Nodaway
Missouri,Missouri Dept. of Natural Resources,1,0,Missouri,Nodaway
Texas,"Texas Tech Univ., Museum",2,0,Texas,Nolan
Texas,"Texas Tech Univ., Museum",1,0,Texas,Nolan
Texas,"Texas Tech Univ., Museum",1,0,Texas,Nolan
Alaska,State of Alaska Medical Examiner Office,1,0,Alaska,Nome
Alaska,State of Alaska Medical Examiner Office,1,0,Alaska,Nome
Alaska,State of Alaska Medical Examiner Office,1,0,Alaska,Nome
Alaska,State of Alaska Medical Examiner Office,1,0,Alaska,Nome
Alaska,State of Alaska Medical Examiner Office,1,0,Alaska,Nome
California,"Univ. of California, Berkeley, Phoebe A. Hearst Museum of Anthropology",14,0,Alaska,Nome
New York,American Museum of Natural History,1,0,Alaska,Nome
New York,American Museum of Natural History,13,0,Alaska,Nome
New York,Cornell Univ.,1,0,Alaska,Nome
Rhode Island,"Haffenreffer Museum of Anthropology, Brown Univ.",4,0,Alaska,Nome
Massachusetts,"Harvard University, Warren Anatomical Museum",1,0,Massachusetts,Norfolk
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",14,0,Massachusetts,Norfolk
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Norfolk
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Norfolk
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Norfolk
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",1,0,Massachusetts,Norfolk
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",2,1,Massachusetts,Norfolk
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",10,24,Massachusetts,Norfolk
Alaska,Alaska Office of History and Archeology,1,0,Alaska,North Slope
North Carolina,"Univ. of North Carolina at Chapel Hill, Research Laboratories of Archaeology",1,0,North Carolina,Northampton
Pennsylvania,State Museum of Pennsylvania,1,0,Pennsylvania,Northampton
Virginia,Virginia Dept. of Historic Resources,10,0,Virginia,Northampton
Virginia,"Virginia Department of Conservation and Recreation, Division of State Parks",12,0,Virginia,Northampton
Alaska,Alaska State Museum,1,0,Alaska,Northwest Arctic
Alaska,Alaska Office of History and Archeology,1,0,Alaska,Northwest Arctic
Oklahoma,"Univ. of Oklahoma, Sam Noble Oklahoma Museum of Natural History",5,21,Oklahoma,Nowata
Massachusetts,"Harvard University, Peabody Museum of Archaeology and Ethnology",29,7,Texas,Nueces
Michigan,Univ. of Michigan Museum of Anthropology,1,0,Texas,Nueces
Pennsylvania,Univ. of Pennsylvania Museum of Archaeology and Anthropology,1,0,Texas,Nueces
Texas,Texas Parks and Wildlife,1,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",19,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",1,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",1,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",2,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",1,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",2,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",7,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",1,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",1,0,Texas,Nueces
Texas,"Texas State University, Department of Anthropology",1,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",7,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",2,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",7,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",156,22,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",2,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",2,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",13,0,Texas,Nueces
Texas,"Univ. of Texas at Austin, Texas Archeological Research Laboratory",1,0,Texas,Nueces
Texas,Witte Museum,1,0,Texas,Nueces
Texas,Witte Museum,1,0,Texas,Nueces
Texas,Witte Museum,1,1,Texas,Nueces
Texas,Witte Museum,1,0,Texas,Nueces
Texas,Witte Museum,1,0,Texas,Nueces
Nevada,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,Nevada,Nye
Nevada,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,Nevada,Nye
Nevada,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,Nevada,Nye
Nevada,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,Nevada,Nye
Nevada,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,Nevada,Nye
Nevada,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,Nevada,Nye
Nevada,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,Nevada,Nye
Nevada,"Univ. of Nevada, Las Vegas, Dept. of Anthropology",1,0,Nevada,Nye
